,Type,From,To,Amount,Txn,punk_id
58328,Offered,,,"8Ξ ($4,886)","Dec 25, 2020",4905.0
58329,Bid,0xc7c6b9,,<0.01Ξ ($<0.01),"Dec 15, 2020",4905.0
58330,Sold,0x8234be,0xad287c,0.10Ξ ($42),"Apr 03, 2018",4905.0
58331,Offered,,,0.10Ξ ($42),"Apr 03, 2018",4905.0
58332,Offer Withdrawn,,,,"Jan 16, 2018",4905.0
58333,Offered,,,0.13Ξ ($86),"Dec 22, 2017",4905.0
58334,Offered,,,0.30Ξ ($210),"Dec 13, 2017",4905.0
58335,Claimed,,0x8234be,,"Jun 23, 2017",4905.0
58336,Bid Withdrawn,owlman.e…,,"19.19Ξ ($46,715)","Apr 26, 2021",4906.0
58337,Sold,tinooo.e…,tonyherr…,"20.69Ξ ($50,367)","Apr 26, 2021",4906.0
58338,Bid,owlman.e…,,"19.19Ξ ($47,863)","Apr 26, 2021",4906.0
58339,Bid,0xc5b066,,"19Ξ ($47,269)","Apr 26, 2021",4906.0
58340,Bid Withdrawn,0x62bdc6,,"17Ξ ($44,856)","Apr 22, 2021",4906.0
58341,Bid,0x62bdc6,,"17Ξ ($41,439)","Apr 22, 2021",4906.0
58342,Offered,,,"20.69Ξ ($50,434)","Apr 22, 2021",4906.0
58343,Sold,0xc155f9,tinooo.e…,"5.69Ξ ($8,636)","Feb 03, 2021",4906.0
58344,Offered,,,"5.69Ξ ($3,703)","Dec 27, 2020",4906.0
58345,Sold,0xe4c479,0xc155f9,"2.90Ξ ($1,021)","Sep 26, 2020",4906.0
58346,Offered,,,"2.90Ξ ($1,017)","Sep 26, 2020",4906.0
58347,(Unwrap),WrappedC…,0xe4c479,,"Sep 26, 2020",4906.0
58348,Sold,Hemba,0xe4c479,"3Ξ ($1,051)","Sep 25, 2020",4906.0
58349,(Wrap),0x193847,WrappedC…,,"Sep 15, 2020",4906.0
58350,Transfer,Hemba,0x193847,,"Sep 15, 2020",4906.0
58351,Offer Withdrawn,,,,"Jan 04, 2020",4906.0
58352,Offered,,,0.50Ξ ($88),"Apr 07, 2019",4906.0
58353,Offered,,,0.40Ξ ($76),"Jul 11, 2017",4906.0
58354,Claimed,,Hemba,,"Jun 23, 2017",4906.0
58355,Offered,,,"45Ξ ($108,545)","Apr 22, 2021",4907.0
58356,Offer Withdrawn,,,,"Apr 22, 2021",4907.0
58357,Offered,,,"45Ξ ($108,545)","Apr 22, 2021",4907.0
58358,Offered,,,"42Ξ ($101,308)","Apr 22, 2021",4907.0
58359,Sold,0x19f233,0xebf1db,"37Ξ ($84,441)","Apr 13, 2021",4907.0
58360,Offered,,,"37Ξ ($85,091)","Apr 13, 2021",4907.0
58361,Offer Withdrawn,,,,"Apr 10, 2021",4907.0
58362,Offered,,,"100Ξ ($209,296)","Apr 10, 2021",4907.0
58363,Offer Withdrawn,,,,"Mar 29, 2021",4907.0
58364,Offered,,,"137.37Ξ ($228,486)","Mar 23, 2021",4907.0
58365,Offer Withdrawn,,,,"Mar 23, 2021",4907.0
58366,Offered,,,"73.37Ξ ($125,059)","Mar 23, 2021",4907.0
58367,Offered,,,"63.37Ξ ($108,014)","Mar 23, 2021",4907.0
58368,Offered,,,"137.37Ξ ($243,792)","Mar 21, 2021",4907.0
58369,Offered,,,"37.37Ξ ($67,478)","Mar 21, 2021",4907.0
58370,Offered,,,"32.37Ξ ($59,139)","Mar 20, 2021",4907.0
58371,Offered,,,"27Ξ ($49,328)","Mar 20, 2021",4907.0
58372,Offer Withdrawn,,,,"Mar 06, 2021",4907.0
58373,Offered,,,"37Ξ ($56,633)","Mar 05, 2021",4907.0
58374,Bid Withdrawn,pelvis.e…,,"12.25Ξ ($23,720)","Feb 18, 2021",4907.0
58375,Bid,pelvis.e…,,"12.25Ξ ($23,435)","Feb 18, 2021",4907.0
58376,Claimed,,0x19f233,,"Jun 23, 2017",4907.0
58377,Transfer,Wilcox,wilcox.e…,,"Apr 25, 2021",4908.0
58378,Transfer,0x00d7c9,Wilcox,,"Sep 09, 2019",4908.0
58379,Offered,,,1Ξ ($313),"Jul 08, 2019",4908.0
58380,Claimed,,0x00d7c9,,"Jun 23, 2017",4908.0
58381,Bid Withdrawn,apemode.…,,"30Ξ ($56,531)","Jul 19, 2021",4909.0
58382,Bid,apemode.…,,"30Ξ ($58,892)","Jul 15, 2021",4909.0
58383,Bid Withdrawn,0xb155c5,,"22.50Ξ ($36,974)","Mar 07, 2021",4909.0
58384,Sold,pleyuh.e…,0xce7a9f,"25Ξ ($41,812)","Mar 07, 2021",4909.0
58385,Bid,0xb155c5,,"22.50Ξ ($37,381)","Mar 07, 2021",4909.0
58386,Bid,Deeze,,"22Ξ ($36,172)","Mar 07, 2021",4909.0
58387,Bid,0xb155c5,,"21Ξ ($34,528)","Mar 07, 2021",4909.0
58388,Bid,Deeze,,"20Ξ ($33,519)","Mar 07, 2021",4909.0
58389,Bid,0xce7a9f,,"18Ξ ($30,065)","Mar 06, 2021",4909.0
58390,Offered,,,"25Ξ ($41,757)","Mar 06, 2021",4909.0
58391,Sold,Shrugs,pleyuh.e…,"12Ξ ($20,571)","Feb 08, 2021",4909.0
58392,Offered,,,"12Ξ ($4,530)","Oct 15, 2020",4909.0
58393,Sold,0x0bf913,Shrugs,0.30Ξ ($84),"Aug 15, 2018",4909.0
58394,Offered,,,0.30Ξ ($345),"Jan 20, 2018",4909.0
58395,Offered,,,0.50Ξ ($186),"Aug 29, 2017",4909.0
58396,Offer Withdrawn,,,,"Jul 10, 2017",4909.0
58397,Offered,,,0.33Ξ ($68),"Jul 10, 2017",4909.0
58398,Offered,,,3.46Ξ ($919),"Jul 06, 2017",4909.0
58399,Bid,0x7760e0,,0.05Ξ ($14),"Jul 02, 2017",4909.0
58400,Claimed,,0x0bf913,,"Jun 23, 2017",4909.0
58401,Transfer,0x98c488,0x4bbb41,,"Feb 15, 2021",4910.0
58402,Sold,Goop,0x98c488,0.76Ξ ($153),"May 17, 2020",4910.0
58403,Offered,,,0.76Ξ ($155),"May 14, 2020",4910.0
58404,Bid Withdrawn,7478,,0.50Ξ ($123),"Feb 12, 2020",4910.0
58405,Bid,7478,,0.50Ξ ($115),"Feb 11, 2020",4910.0
58406,Bid Withdrawn,0x0a4eaf…,,0.20Ξ ($34),"Jan 21, 2020",4910.0
58407,Offered,,,0.68Ξ ($120),"Jan 19, 2020",4910.0
58408,Offered,,,0.64Ξ ($108),"Jan 17, 2020",4910.0
58409,Offered,,,0.59Ξ ($96),"Jan 16, 2020",4910.0
58410,Offered,,,0.58Ξ ($85),"Jan 11, 2020",4910.0
58411,Offered,,,0.57Ξ ($80),"Jan 08, 2020",4910.0
58412,Sold,0x9cd85c,Goop,0.55Ξ ($78),"Jan 08, 2020",4910.0
58413,Offered,,,0.55Ξ ($79),"Jan 07, 2020",4910.0
58414,Offer Withdrawn,,,,"Jan 07, 2020",4910.0
58415,Offered,,,1Ξ ($138),"Jan 05, 2020",4910.0
58416,Sold,Goop,0x9cd85c,0.44Ξ ($59),"Jan 04, 2020",4910.0
58417,Offered,,,0.44Ξ ($59),"Dec 30, 2019",4910.0
58418,Sold,0x5d99d4,Goop,0.40Ξ ($54),"Dec 30, 2019",4910.0
58419,Bid,0x0a4eaf…,,0.20Ξ ($37),"Nov 08, 2019",4910.0
58420,Offered,,,0.40Ξ ($88),"Jul 26, 2019",4910.0
58421,Sold,0x00d7c9,0x5d99d4,0.10Ξ ($30),"Oct 31, 2017",4910.0
58422,Offered,,,0.10Ξ ($29),"Oct 28, 2017",4910.0
58423,Claimed,,0x00d7c9,,"Jun 23, 2017",4910.0
58424,Transfer,0x48db19,0x3be89b,,"May 02, 2021",4911.0
58425,Claimed,,0x48db19,,"Jun 23, 2017",4911.0
58426,(Wrap),0x8ce2fc,WrappedC…,,"Jun 29, 2021",4912.0
58427,Transfer,punkstha…,0x8ce2fc,,"Jun 29, 2021",4912.0
58428,Sold,0x05e709,punkstha…,"17.20Ξ ($37,780)","Jun 29, 2021",4912.0
58429,Offered,,,"17.20Ξ ($37,780)","Jun 29, 2021",4912.0
58430,Offered,,,"17.39Ξ ($38,758)","Jun 29, 2021",4912.0
58431,(Unwrap),WrappedC…,0x05e709,,"Jun 29, 2021",4912.0
58432,(Wrap),0xcb7624,WrappedC…,,"May 03, 2021",4912.0
58433,Transfer,0xc08be1,0xcb7624,,"May 03, 2021",4912.0
58434,(Unwrap),WrappedC…,0xc08be1,,"May 03, 2021",4912.0
58435,Sold,NeonNFT,0x13816f,"4.19Ξ ($1,563)","Oct 10, 2020",4912.0
58436,(Wrap),0x8d66f3,WrappedC…,,"Oct 09, 2020",4912.0
58437,Transfer,Korniej,0x8d66f3,,"Oct 09, 2020",4912.0
58438,Offer Withdrawn,,,,"Oct 09, 2020",4912.0
58439,Offered,,,"5.25Ξ ($1,791)","Oct 07, 2020",4912.0
58440,Offer Withdrawn,,,,"Oct 07, 2020",4912.0
58441,Offered,,,"6.50Ξ ($2,281)","Oct 05, 2020",4912.0
58442,(Unwrap),WrappedC…,Korniej,,"Sep 30, 2020",4912.0
58443,(Wrap),0x8d66f3,WrappedC…,,"Sep 29, 2020",4912.0
58444,Transfer,Korniej,0x8d66f3,,"Sep 29, 2020",4912.0
58445,Offer Withdrawn,,,,"Sep 29, 2020",4912.0
58446,Offered,,,"7.50Ξ ($2,727)","Sep 28, 2020",4912.0
58447,(Unwrap),WrappedC…,Korniej,,"Sep 27, 2020",4912.0
58448,Sold,Carlini8,Korniej,2.50Ξ ($849),"Sep 23, 2020",4912.0
58449,(Wrap),0xaadfe3,WrappedC…,,"Sep 15, 2020",4912.0
58450,Transfer,Carlini8,0xaadfe3,,"Sep 15, 2020",4912.0
58451,Sold,natealex,Carlini8,1.70Ξ ($639),"Sep 14, 2020",4912.0
58452,Offered,,,1.70Ξ ($632),"Sep 12, 2020",4912.0
58453,(Unwrap),WrappedC…,natealex,,"Sep 12, 2020",4912.0
58454,Sold,Pranksy,natealex,1.25Ξ ($460),"Sep 11, 2020",4912.0
58455,(Wrap),0x776758,WrappedC…,,"Sep 11, 2020",4912.0
58456,Transfer,Pranksy,0x776758,,"Sep 11, 2020",4912.0
58457,Offer Withdrawn,,,,"Sep 11, 2020",4912.0
58458,Offered,,,1.40Ξ ($542),"Aug 26, 2020",4912.0
58459,Offered,,,1.99Ξ ($475),"Jul 14, 2020",4912.0
58460,Offered,,,1.19Ξ ($269),"Jul 04, 2020",4912.0
58461,Offered,,,1.49Ξ ($333),"Jun 29, 2020",4912.0
58462,Offered,,,1.99Ξ ($403),"May 22, 2020",4912.0
58463,Offered,,,1.49Ξ ($298),"May 15, 2020",4912.0
58464,Offered,,,0.99Ξ ($194),"Apr 27, 2020",4912.0
58465,Offered,,,1.99Ξ ($352),"Jan 18, 2020",4912.0
58466,Sold,0x470e9b,Pranksy,1.15Ξ ($204),"Jan 18, 2020",4912.0
58467,Offered,,,1.15Ξ ($224),"Jul 19, 2017",4912.0
58468,Claimed,,0x470e9b,,"Jun 23, 2017",4912.0
58469,Bid Withdrawn,0xcEd199…,,0.35Ξ ($69),"Jul 14, 2017",4913.0
58470,Bid,0xcEd199…,,0.35Ξ ($69),"Jul 14, 2017",4913.0
58471,Sold,Cyborg,0x560b92,0.33Ξ ($63),"Jul 11, 2017",4913.0
58472,Offered,,,0.32Ξ ($77),"Jul 09, 2017",4913.0
58473,Claimed,,Cyborg,,"Jun 23, 2017",4913.0
58474,Sold,0x4affe1,milliond…,"16Ξ ($42,370)","Jun 01, 2021",4914.0
58475,Offered,,,"16.85Ξ ($39,931)","May 31, 2021",4914.0
58476,Bid,milliond…,,"16Ξ ($39,210)","May 30, 2021",4914.0
58477,Bid,milliond…,,"15Ξ ($36,759)","May 30, 2021",4914.0
58478,Offered,,,"16.95Ξ ($41,515)","May 30, 2021",4914.0
58479,Offer Withdrawn,,,,"May 26, 2021",4914.0
58480,Offered,,,"16.98Ξ ($43,473)","May 25, 2021",4914.0
58481,Offered,,,"16.69Ξ ($60,307)","May 16, 2021",4914.0
58482,Offered,,,"16.98Ξ ($66,700)","May 15, 2021",4914.0
58483,Offer Withdrawn,,,,"May 14, 2021",4914.0
58484,Offered,,,"16.95Ξ ($70,476)","May 12, 2021",4914.0
58485,Offered,,,"17.99Ξ ($72,902)","May 11, 2021",4914.0
58486,Sold,0x3be89b,0x4affe1,"16Ξ ($64,838)","May 11, 2021",4914.0
58487,Bid,0x4affe1,,"16Ξ ($64,412)","May 11, 2021",4914.0
58488,Offered,,,"17Ξ ($68,438)","May 11, 2021",4914.0
58489,Offered,,,"17.50Ξ ($69,558)","May 11, 2021",4914.0
58490,Offered,,,"18.50Ξ ($72,363)","May 11, 2021",4914.0
58491,Offered,,,"23.50Ξ ($82,094)","May 07, 2021",4914.0
58492,Offered,,,"30Ξ ($95,402)","May 03, 2021",4914.0
58493,Transfer,0x48db19,0x3be89b,,"May 02, 2021",4914.0
58494,Claimed,,0x48db19,,"Jun 23, 2017",4914.0
58495,(Unwrap),WrappedC…,0x1488c8,,"May 17, 2021",4915.0
58496,(Wrap),0x018447,WrappedC…,,"May 10, 2021",4915.0
58497,Transfer,SenecaEt…,0x018447,,"May 10, 2021",4915.0
58498,Offer Withdrawn,,,,"May 10, 2021",4915.0
58499,Bid Withdrawn,0x4affe1,,"16Ξ ($66,012)","May 10, 2021",4915.0
58500,Bid,0x4affe1,,"16Ξ ($65,742)","May 10, 2021",4915.0
58501,Offered,,,"18Ξ ($73,959)","May 10, 2021",4915.0
58502,Bid Withdrawn,0xd311db,,"17Ξ ($65,789)","May 09, 2021",4915.0
58503,Bid,0xd311db,,"17Ξ ($62,459)","May 08, 2021",4915.0
58504,Offered,,,"20.50Ξ ($72,400)","May 07, 2021",4915.0
58505,Offered,,,"21.95Ξ ($78,016)","May 06, 2021",4915.0
58506,Transfer,tonyherr…,SenecaEt…,,"May 06, 2021",4915.0
58507,Transfer,CryptoPa…,tonyherr…,,"Jan 21, 2021",4915.0
58508,Sold,niftydud…,CryptoPa…,"4.60Ξ ($6,108)","Jan 21, 2021",4915.0
58509,Offered,,,"4.60Ξ ($5,550)","Jan 17, 2021",4915.0
58510,Bid Withdrawn,0xaae8c5,,"4.50Ξ ($5,519)","Jan 14, 2021",4915.0
58511,Bid,0xaae8c5,,"4.50Ξ ($5,507)","Jan 14, 2021",4915.0
58512,Offered,,,"5.10Ξ ($6,241)","Jan 14, 2021",4915.0
58513,Offered,,,"5.85Ξ ($6,181)","Jan 11, 2021",4915.0
58514,Sold,6373D,niftydud…,"3.10Ξ ($2,006)","Dec 18, 2020",4915.0
58515,Bid Withdrawn,0xdf4c62,,"2.75Ξ ($1,609)","Dec 14, 2020",4915.0
58516,Bid,0xdf4c62,,"2.75Ξ ($1,629)","Dec 13, 2020",4915.0
58517,Offered,,,"3.10Ξ ($1,833)","Dec 06, 2020",4915.0
58518,Sold,0x4322d6,6373D,"2.25Ξ ($1,330)","Dec 06, 2020",4915.0
58519,Bid,6373D,,"2.25Ξ ($1,331)","Dec 06, 2020",4915.0
58520,Offered,,,"3Ξ ($1,792)","Dec 06, 2020",4915.0
58521,Offer Withdrawn,,,,"Dec 06, 2020",4915.0
58522,Offered,,,"4Ξ ($2,074)","Nov 26, 2020",4915.0
58523,Offer Withdrawn,,,,"Nov 18, 2020",4915.0
58524,Offered,,,"2.69Ξ ($1,279)","Nov 18, 2020",4915.0
58525,Offer Withdrawn,,,,"Nov 18, 2020",4915.0
58526,Bid Withdrawn,SenecaEt…,,2Ξ ($929),"Nov 16, 2020",4915.0
58527,Bid,SenecaEt…,,2Ξ ($894),"Nov 15, 2020",4915.0
58528,Bid Withdrawn,0x087173,,1.80Ξ ($805),"Nov 15, 2020",4915.0
58529,Bid,0x087173,,1.80Ξ ($833),"Nov 15, 2020",4915.0
58530,Offered,,,"3Ξ ($1,389)","Nov 15, 2020",4915.0
58531,Sold,Cyborg,0x4322d6,0.20Ξ ($19),"Dec 07, 2018",4915.0
58532,Offered,,,0.20Ξ ($44),"Oct 03, 2018",4915.0
58533,Offered,,,0.25Ξ ($136),"Mar 23, 2018",4915.0
58534,Offered,,,0.10Ξ ($76),"Jan 01, 2018",4915.0
58535,Offered,,,0.30Ξ ($67),"Aug 03, 2017",4915.0
58536,Claimed,,Cyborg,,"Jun 23, 2017",4915.0
58537,Sold,0x1a4d11,0xf1d601,"25.50Ξ ($48,170)","Mar 13, 2021",4916.0
58538,Offered,,,"25.50Ξ ($48,200)","Mar 13, 2021",4916.0
58539,Offered,,,"25.69Ξ ($45,675)","Mar 12, 2021",4916.0
58540,Offered,,,"27Ξ ($48,954)","Mar 12, 2021",4916.0
58541,Sold,0x33c265,0x1a4d11,"23.49Ξ ($43,232)","Mar 11, 2021",4916.0
58542,Offered,,,"23.49Ξ ($43,232)","Mar 11, 2021",4916.0
58543,Offered,,,"26Ξ ($46,952)","Mar 11, 2021",4916.0
58544,Offered,,,"23.99Ξ ($43,281)","Mar 11, 2021",4916.0
58545,Offered,,,"24.50Ξ ($44,343)","Mar 11, 2021",4916.0
58546,Offered,,,"24.99Ξ ($45,230)","Mar 11, 2021",4916.0
58547,Offered,,,"25.99Ξ ($46,731)","Mar 11, 2021",4916.0
58548,Offered,,,"29.99Ξ ($53,656)","Mar 11, 2021",4916.0
58549,Sold,0x5f5df4,0x33c265,"21.50Ξ ($38,245)","Mar 11, 2021",4916.0
58550,Bid Withdrawn,0x33c265,,"19.50Ξ ($34,688)","Mar 11, 2021",4916.0
58551,Bid,0x33c265,,"19.50Ξ ($34,688)","Mar 11, 2021",4916.0
58552,Offered,,,"21.50Ξ ($39,770)","Mar 10, 2021",4916.0
58553,Transfer,0xa3cb30,0x5f5df4,,"Mar 06, 2021",4916.0
58554,Offered,,,"29.99Ξ ($46,001)","Mar 05, 2021",4916.0
58555,Transfer,0x00bd9f,0xa3cb30,,"Mar 07, 2018",4916.0
58556,Claimed,,0x00bd9f,,"Jun 23, 2017",4916.0
58557,Transfer,0xba7ccc,0xcffc33,,"May 05, 2021",4917.0
58558,Claimed,,0xba7ccc,,"Jun 23, 2017",4917.0
58559,Bid Withdrawn,0x9ce03d,,"2.50Ξ ($1,022)","Oct 25, 2020",4918.0
58560,Sold,0x_NFT,Plinythe…,"3.80Ξ ($1,558)","Oct 25, 2020",4918.0
58561,Bid,0x9ce03d,,"2.50Ξ ($1,043)","Oct 23, 2020",4918.0
58562,Offered,,,"3.80Ξ ($1,573)","Oct 23, 2020",4918.0
58563,Offered,,,"4.75Ξ ($1,841)","Oct 21, 2020",4918.0
58564,Sold,0x51357b,0x_NFT,"3.75Ξ ($1,293)","Sep 25, 2020",4918.0
58565,Offered,,,"3.75Ξ ($1,317)","Sep 24, 2020",4918.0
58566,Offered,,,"10Ξ ($3,771)","Sep 14, 2020",4918.0
58567,Sold,Hemba,0x51357b,1.50Ξ ($551),"Sep 11, 2020",4918.0
58568,Offered,,,1.50Ξ ($359),"Jun 03, 2020",4918.0
58569,Offer Withdrawn,,,,"Jan 04, 2020",4918.0
58570,Bid Withdrawn,TokenAng…,,0.15Ξ ($40),"Jun 14, 2019",4918.0
58571,Bid,TokenAng…,,0.15Ξ ($37),"Jun 10, 2019",4918.0
58572,Offered,,,0.51Ξ ($84),"Apr 12, 2019",4918.0
58573,Offered,,,0.42Ξ ($80),"Jul 11, 2017",4918.0
58574,Claimed,,Hemba,,"Jun 23, 2017",4918.0
58575,Transfer,0x189083,0x4803e1,,"May 06, 2021",4919.0
58576,Transfer,0xf54a90,0x189083,,"Feb 23, 2021",4919.0
58577,Offered,,,"29.50Ξ ($45,164)","Feb 23, 2021",4919.0
58578,Sold,0x00d7c9,0xf54a90,0.25Ξ ($48),"Aug 22, 2019",4919.0
58579,Bid,0xf54a90,,0.25Ξ ($47),"Aug 15, 2019",4919.0
58580,Bid Withdrawn,0x2e519b,,0.25Ξ ($47),"Aug 14, 2019",4919.0
58581,Bid,0x2e519b,,0.25Ξ ($52),"Aug 13, 2019",4919.0
58582,Offered,,,0.50Ξ ($153),"Jul 07, 2019",4919.0
58583,Offered,,,"4Ξ ($1,074)","Jun 16, 2019",4919.0
58584,Offered,,,"1Ξ ($1,279)","Jan 15, 2018",4919.0
58585,Claimed,,0x00d7c9,,"Jun 23, 2017",4919.0
58586,Offered,,,"43Ξ ($160,642)","May 15, 2021",4920.0
58587,Bid Withdrawn,0x4db1dd,,"25Ξ ($39,434)","Mar 04, 2021",4920.0
58588,Bid,0x4db1dd,,"25Ξ ($40,473)","Mar 03, 2021",4920.0
58589,Bid,Deeze,,"20Ξ ($32,379)","Mar 03, 2021",4920.0
58590,Sold,GoWest23,whiterab…,"5.50Ξ ($2,112)","Sep 18, 2020",4920.0
58591,Offered,,,"5.50Ξ ($2,001)","Sep 15, 2020",4920.0
58592,Sold,Pranksy,GoWest23,0.75Ξ ($101),"Jan 04, 2020",4920.0
58593,Offered,,,0.75Ξ ($164),"Jul 31, 2019",4920.0
58594,Sold,ark1,Pranksy,0.35Ξ ($74),"Jul 29, 2019",4920.0
58595,Offered,,,0.35Ξ ($74),"Jul 29, 2019",4920.0
58596,Bid Withdrawn,Pranksy,,0.50Ξ ($147),"Jun 27, 2019",4920.0
58597,Bid,Pranksy,,0.50Ξ ($167),"Jun 26, 2019",4920.0
58598,Offered,,,0.70Ξ ($234),"Jun 26, 2019",4920.0
58599,Offered,,,1.25Ξ ($307),"May 23, 2019",4920.0
58600,Sold,0x00d7c9,ark1,0.40Ξ ($70),"Apr 20, 2019",4920.0
58601,Bid,ark1,,0.40Ξ ($70),"Apr 20, 2019",4920.0
58602,Bid,Pixls,,0.35Ξ ($61),"Apr 20, 2019",4920.0
58603,Bid,ark1,,0.30Ξ ($52),"Apr 20, 2019",4920.0
58604,Bid Withdrawn,trislit,,0.10Ξ ($23),"Sep 24, 2018",4920.0
58605,Offered,,,1Ξ ($248),"Sep 21, 2018",4920.0
58606,Bid,trislit,,0.10Ξ ($21),"Sep 19, 2018",4920.0
58607,Offered,,,0.20Ξ ($119),"Jun 09, 2018",4920.0
58608,Claimed,,0x00d7c9,,"Jun 23, 2017",4920.0
58609,Bid,0x7760e0,,0.05Ξ ($16),"Jun 28, 2017",4921.0
58610,Claimed,,0x36a5bc,,"Jun 23, 2017",4921.0
58611,Sold,0x00d7c9,0x717403,0.05Ξ ($26),"May 28, 2018",4922.0
58612,Offered,,,0.10Ξ ($59),"May 26, 2018",4922.0
58613,Offered,,,"3Ξ ($3,151)","Jan 16, 2018",4922.0
58614,Offer Withdrawn,,,,"Jul 25, 2017",4922.0
58615,Offered,,,0.60Ξ ($135),"Jul 24, 2017",4922.0
58616,Offered,,,1Ξ ($225),"Jul 24, 2017",4922.0
58617,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017",4922.0
58618,Claimed,,0x00d7c9,,"Jun 23, 2017",4922.0
58619,Transfer,0x48db19,0x3be89b,,"May 02, 2021",4923.0
58620,Sold,renaissa…,0x48db19,"22.39Ξ ($42,005)","Feb 22, 2021",4923.0
58621,Offered,,,"22.39Ξ ($42,109)","Feb 22, 2021",4923.0
58622,Offer Withdrawn,,,,"Feb 22, 2021",4923.0
58623,Offered,,,"24.45Ξ ($44,832)","Feb 14, 2021",4923.0
58624,Offer Withdrawn,,,,"Feb 14, 2021",4923.0
58625,Offered,,,"10Ξ ($3,620)","Oct 01, 2020",4923.0
58626,Sold,Alex3422,renaissa…,"3.89Ξ ($1,326)","Sep 25, 2020",4923.0
58627,Offered,,,"3.89Ξ ($1,346)","Sep 24, 2020",4923.0
58628,(Unwrap),WrappedC…,Alex3422,,"Sep 24, 2020",4923.0
58629,(Wrap),0x5665e3,WrappedC…,,"Sep 14, 2020",4923.0
58630,Transfer,Alex3422,0x5665e3,,"Sep 14, 2020",4923.0
58631,Sold,natealex,Alex3422,"2.75Ξ ($1,034)","Sep 14, 2020",4923.0
58632,Offered,,,2.75Ξ ($564),"May 22, 2020",4923.0
58633,Sold,DANNY,natealex,1.40Ξ ($294),"May 20, 2020",4923.0
58634,Offered,,,1.40Ξ ($283),"May 14, 2020",4923.0
58635,Sold,Hemba,DANNY,1Ξ ($202),"May 14, 2020",4923.0
58636,Offered,,,1Ξ ($254),"Feb 12, 2020",4923.0
58637,Offered,,,1.40Ξ ($225),"Jan 25, 2020",4923.0
58638,Transfer,0xe4d36b,Hemba,,"Jun 26, 2017",4923.0
58639,Claimed,,0xe4d36b,,"Jun 23, 2017",4923.0
58640,Offer Withdrawn,,,,"Apr 27, 2021",4924.0
58641,Bid Withdrawn,0xf3016b,,"91Ξ ($224,337)","Apr 15, 2021",4924.0
58642,Bid,0xf3016b,,"91Ξ ($217,465)","Apr 14, 2021",4924.0
58643,Bid Withdrawn,0xf3016b,,"82Ξ ($195,957)","Apr 14, 2021",4924.0
58644,Bid,0xf3016b,,"82Ξ ($187,140)","Apr 13, 2021",4924.0
58645,Bid Withdrawn,0x06d925,,"68.50Ξ ($156,330)","Apr 13, 2021",4924.0
58646,Offered,,,"149Ξ ($340,046)","Apr 13, 2021",4924.0
58647,Bid,0x06d925,,"68.50Ξ ($148,135)","Apr 13, 2021",4924.0
58648,Bid Withdrawn,crazyrar…,,"36Ξ ($66,596)","Mar 09, 2021",4924.0
58649,Bid,crazyrar…,,"36Ξ ($66,596)","Mar 09, 2021",4924.0
58650,Bid Withdrawn,0x2e2e26,,"20Ξ ($32,098)","Feb 23, 2021",4924.0
58651,Bid,0x2e2e26,,"20Ξ ($38,360)","Feb 22, 2021",4924.0
58652,Bid Withdrawn,Party,,"6Ξ ($2,466)","Oct 24, 2020",4924.0
58653,Bid,Party,,"6Ξ ($2,484)","Oct 24, 2020",4924.0
58654,Sold,Pranksy,capital_…,"7.50Ξ ($1,708)","Jul 05, 2020",4924.0
58655,Bid,capital_…,,"7.50Ξ ($1,719)","Jul 05, 2020",4924.0
58656,Offered,,,"9.99Ξ ($2,270)","Jul 02, 2020",4924.0
58657,Offered,,,"11.99Ξ ($2,710)","Jun 30, 2020",4924.0
58658,Offered,,,"14.99Ξ ($3,086)","May 27, 2020",4924.0
58659,Sold,0xc352b5,Pranksy,"8Ξ ($1,647)","May 27, 2020",4924.0
58660,Bid,Pranksy,,"8Ξ ($1,647)","May 27, 2020",4924.0
58661,Bid Withdrawn,TokenAng…,,5Ξ ($998),"May 26, 2020",4924.0
58662,Bid,TokenAng…,,"5Ξ ($1,017)","May 26, 2020",4924.0
58663,Bid Withdrawn,tlpqgz6j…,,1.50Ξ ($245),"Jan 16, 2020",4924.0
58664,Bid,tlpqgz6j…,,1.50Ξ ($191),"Jan 02, 2020",4924.0
58665,Bid,Pranksy,,1Ξ ($132),"Jan 01, 2020",4924.0
58666,Bid,0x717403,,0.05Ξ ($13),"Jun 26, 2017",4924.0
58667,Claimed,,0xc352b5,,"Jun 23, 2017",4924.0
58668,Offer Withdrawn,,,,"Apr 15, 2021",4925.0
58669,Offered,,,"35Ξ ($82,126)","Apr 14, 2021",4925.0
58670,Claimed,,0xc272ed,,"Jun 23, 2017",4925.0
58671,Offered,,,"199Ξ ($377,680)","Mar 14, 2021",4926.0
58672,Sold,0xc272ed,0x60d25d,"45Ξ ($82,179)","Mar 11, 2021",4926.0
58673,Offered,,,"45Ξ ($81,929)","Mar 09, 2021",4926.0
58674,Offered,,,"48Ξ ($84,866)","Mar 08, 2021",4926.0
58675,Offered,,,"54Ξ ($86,014)","Mar 03, 2021",4926.0
58676,Offered,,,"88Ξ ($165,586)","Feb 22, 2021",4926.0
58677,Offered,,,"73Ξ ($135,533)","Feb 22, 2021",4926.0
58678,Offered,,,"55Ξ ($102,114)","Feb 22, 2021",4926.0
58679,Bid Withdrawn,ddaavvee,,"15Ξ ($29,045)","Feb 18, 2021",4926.0
